Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
573,2022-07-30 17:50:47,2022-07-30,17:50:47,~~DesertRainbow~~, , ,,general-chat,
574,2022-07-30 17:50:39,2022-07-30,17:50:39,~~DesertRainbow~~,I like it but if you don't center everything properly..., ,,general-chat,center proper
575,2022-07-30 17:43:03,2022-07-30,17:43:03,Sternitzky,".Another possibility (we're already talking about roleplay features in combination with shooter mechanics) would be thinking about, if the post-apocalyptic world of The Division would benefit from some features what games like State of Decay 2 are doing right. Since playing on smartphones are a bit tricky compared to the mouse-view mechanic on PC, one could implement recruitable NPCs. After doing some story missions they would be stationed at your personal base. But you could limit recruiting them to only one at a time and only single-playing gamers who are prone to be easily cornered compared to friends playing in a group. Outfitting them with obtained or built weapons & gear would engage and keep the gamers busy. And (let's face it, you knew it) these NPCs could be outfitted with cosmetic clothes as well. These are my thoughts for now.", ,,feedback-and-bugs,possibl talk roleplay featur combin shooter mechan think postapocalypt divis benefit featur game decay play smartphon bit tricki compar mouseview mechan pc implement recruit npcs stori mission station person base limit recruit time singleplay gamer prone easili corner compar friend play outfit built weapon gear engag gamer busi npcs outfit cosmet cloth
576,2022-07-30 17:42:58,2022-07-30,17:42:58,Sternitzky,"My thoughts about gameplay features. I don't know what features are in the game, but still aren't activated in the Alpha version. Nevertheless I was pondering about features that keep the gamers playing yet to be released The Division: Resurgence. What players keep playing aren't alone friends or foes, the hunt for better weapons & gear or cosmetic clothes. As stated in the questionnaire (yes, I filled it out), even Ubisoft describes the game as a Roleplay Tactical Shooter relying on The Division's praised cover mechanics, so the game stands and falls how particularly the roleplay mechanics are implemented. One of these is base-building, a big deal feature in several successful smartphone games, but also one that was part of the original first title of The Division series. Roleplay features that get you personally attached to keep especially players coming back, who single-play a game (for whatever reason). I don't know whether Resurgence has base-building like The Division 1 or in some different way, but I think Resurgence would definitely benefit from some sort of base-building (again with perks), even if players would get a personal apartment in a skyscraper. Hence we're now at the money-making point, because some sort of base means players can decorate aka personalize it with cosmetic items, if this is one point of income Ubisoft is thinking about. More opportunities for not gameplay-affecting cosmetic items mean simply more income.", ,,feedback-and-bugs,gameplay featur featur game activ alpha version ponder featur gamer play releas divis resurg player play friend foe hunt weapon gear cosmet cloth state questionnair fill ubisoft describ game roleplay tactic shooter reli divis prais cover mechan game stand fall roleplay mechan implement basebuild deal featur success smartphon game origin titl divis seri roleplay featur person attach player come singleplay game reason resurg basebuild divis resurg benefit sort basebuild perk player person apart skyscrap moneymak sort base player decor aka person cosmet item incom ubisoft think opportun gameplayaffect cosmet item simpli incom
577,2022-07-30 17:03:05,2022-07-30,17:03:05,Ghoul,"I can add it to my watch, just need some setting up 😄", ,D3LT4_Moody,general-chat,add watch set
578,2022-07-30 16:59:58,2022-07-30,16:59:58,Ghoul,Thanks for checking at least 😄 Maybe we will get an answer after the weekend 😄, ,dededeth,general-chat,check answer weekend
579,2022-07-30 16:48:07,2022-07-30,16:48:07,Sternitzky,"Ingame character name (Avatrunei)Device information (Samsung Galaxy S20 FE 5G)Issue (No strip weapon button)Issue type (menu)Description (There is no strip weapon button, hence you must strip all weapon mods one by one, if you want to exchange your old weapon with your new one.)Result (clickfest)Expected result (less time-consuming clicking)Steps to reproduce (no bug, so nothing to reproduce, there is simply a missing quality benefitting feature)", ,,feedback-and-bugs,ingam charact avatrunei devic samsung galaxi fe issu strip weapon button issu type menu descript strip weapon button strip weapon mod exchang weapon result clickfest expect result timeconsum click step reproduc bug reproduc simpli miss qualiti benefit featur
580,2022-07-30 16:37:26,2022-07-30,16:37:26,Frays,hey hey hey, ,,general-chat,hey hey hey
581,2022-07-30 16:36:17,2022-07-30,16:36:17,LukeD,"Also morning agents, happy weekend 😁", ,,general-chat,morn agent happi weekend
582,2022-07-30 16:36:07,2022-07-30,16:36:07,LukeD,"Galaxy watch user here, when done. Gib? Thank.", ,Ghoul,general-chat,galaxi watch user gib
583,2022-07-30 15:44:13,2022-07-30,15:44:13,D3LT4_Moody,Not too bad 👍Now we just need to make it work on a watch 😀, ,Ghoul,general-chat,bad watch
584,2022-07-30 15:43:18,2022-07-30,15:43:18,D3LT4_Moody,Good morning, ,,general-chat,morn
585,2022-07-30 14:02:07,2022-07-30,14:02:07,flashyboy82,Good morning all, ,,general-chat,morn
586,2022-07-30 10:32:19,2022-07-30,10:32:19,dededeth,"Hey everyone i'm gonna grab something to eat, if you need anything just tag me", ,,general-chat,hey gonna grab eat tag
587,2022-07-30 09:12:13,2022-07-30,09:12:13,dededeth,"So, I wasn't able to get any answer, so we have to go with a no, at least for now", ,,general-chat,answer
588,2022-07-30 07:50:52,2022-07-30,07:50:52,FM ESPORTS - United,the underground hunters was one of the best additions to the game -They need to do more of these 😄, ,,other-division-games,underground hunter addit game
589,2022-07-30 07:35:01,2022-07-30,07:35:01,Ghoul,Thanks!, ,,general-chat,
590,2022-07-30 07:32:38,2022-07-30,07:32:38,dededeth,"I actually don't know, but let me check", ,Ghoul,general-chat,check
591,2022-07-30 07:26:35,2022-07-30,07:26:35,Ghoul,Not bad for a first timer 😄, ,,general-chat,bad timer
592,2022-07-30 07:25:45,2022-07-30,07:25:45,Ghoul,, ,,general-chat,nan
593,2022-07-30 07:01:52,2022-07-30,07:01:52,Ghoul,  ; you guys have some assets you can share 😄 OR arent you allowed 😦, ,dededeth,general-chat,guy asset share allow
594,2022-07-30 06:50:14,2022-07-30,06:50:14,Kaleb26,Lol, ,Sternitzky,feedback-and-bugs,lol
595,2022-07-30 06:41:26,2022-07-30,06:41:26,Ghoul,Let's give this a go 😄, ,D3LT4_Moody,general-chat,
596,2022-07-30 05:28:20,2022-07-30,05:28:20,D3LT4_Moody,"If they do, you could tell me the village and I'll take them in 😁", ,Gregg2G,general-chat,villag
597,2022-07-30 05:24:01,2022-07-30,05:24:01,Gregg2G,Yeah they were super friendly. Obvious that humans are feeding them too much. Hopefully they don't lose their hunting abilities and become reliant on humans!, ,,general-chat,yeah super friend obvious human feed lose hunt abil reliant human
598,2022-07-30 05:18:26,2022-07-30,05:18:26,dededeth,They seems nice tho, ,,general-chat,nice tho
599,2022-07-30 05:18:11,2022-07-30,05:18:11,dededeth,"Yeah, maybe they are", ,,general-chat,yeah
600,2022-07-30 05:17:25,2022-07-30,05:17:25,Gregg2G,They are so adorable. I would have loved to take them :D but I think they are very outdoor cats and will prefer living in the country eating mice, ,dededeth,general-chat,ador love outdoor cat prefer live countri eat mice
601,2022-07-30 05:15:45,2022-07-30,05:15:45,dededeth,Travel partners, ,Gregg2G,general-chat,travel partner
602,2022-07-30 05:14:03,2022-07-30,05:14:03,battlebot579,😂, ,,general-chat,
603,2022-07-30 05:13:52,2022-07-30,05:13:52,D3LT4_Moody,Cat getting that chicken dinner, ,battlebot579,general-chat,cat chicken dinner
604,2022-07-30 05:13:31,2022-07-30,05:13:31,D3LT4_Moody,Nice 👍 10/10 would visit that village, ,,general-chat,nice visit villag
605,2022-07-30 05:13:01,2022-07-30,05:13:01,Gregg2G,This was my car yesterday. Invaded by young cats in my Schwiegermutter's village., ,,general-chat,car yesterday invad cat schwiegermutt villag
606,2022-07-30 05:12:31,2022-07-30,05:12:31,battlebot579,[Another fake video] I got my cat to play Fortnite and now s/he destroys me, ,D3LT4_Moody,general-chat,fake video cat play fortnit destroy
607,2022-07-30 05:12:29,2022-07-30,05:12:29,Gregg2G,, ,,general-chat,nan
608,2022-07-30 05:11:31,2022-07-30,05:11:31,D3LT4_Moody,Will I become the noob?, ,,general-chat,noob
609,2022-07-30 05:11:03,2022-07-30,05:11:03,D3LT4_Moody,"True, Plus will my cat even want to play with me if she turns out to be better?", ,,general-chat,true cat play
610,2022-07-30 05:10:49,2022-07-30,05:10:49,battlebot579,"probably the treats, but they would get those anyway as rewards during training", ,Gregg2G,general-chat,treat reward train
611,2022-07-30 05:09:56,2022-07-30,05:09:56,Gregg2G,"But is the animal loving video games, or just the rewards for playing them 🤔", ,,general-chat,anim love video game reward play
612,2022-07-30 05:09:42,2022-07-30,05:09:42,battlebot579,"[Fake video idea] I let my dog play videogames as me for a day, and my friends never even realised", ,D3LT4_Moody,general-chat,fake video idea dog play videogam day friend realis
613,2022-07-30 05:09:05,2022-07-30,05:09:05,D3LT4_Moody,Might be worth a try🤔, ,battlebot579,general-chat,worth
614,2022-07-30 05:08:36,2022-07-30,05:08:36,battlebot579,You can teach your animals to play games using interactive floor mats and treats, ,D3LT4_Moody,general-chat,teach anim play game interact floor mat treat
615,2022-07-30 05:08:35,2022-07-30,05:08:35,D3LT4_Moody,"Even without kids I get little sleep, so that wouldn't really change 🙃", ,,general-chat,kid sleep chang
616,2022-07-30 05:07:56,2022-07-30,05:07:56,Gregg2G,Yeah it's nice that animals grow up very quickly. Kids are still worth it if you can deal with investing a few years of little sleep etc ;D, ,,general-chat,yeah nice anim grow kid worth deal invest sleep
617,2022-07-30 05:06:59,2022-07-30,05:06:59,D3LT4_Moody,"But then again, I can't raise my cat to love and play video games with me ...", ,,general-chat,rais cat love play video game
618,2022-07-30 05:05:53,2022-07-30,05:05:53,D3LT4_Moody,That's why I prefer my cat to getting a kid xD, ,,general-chat,prefer cat kid
619,2022-07-30 05:05:42,2022-07-30,05:05:42,Gregg2G,Yeah you might be right about that :D, ,,general-chat,yeah
620,2022-07-30 05:04:23,2022-07-30,05:04:23,D3LT4_Moody,Throw them into kindergarten and you could probs cut that down to 2 years, ,Gregg2G,general-chat,throw kindergarten prob cut
621,2022-07-30 05:04:12,2022-07-30,05:04:12,battlebot579,I spend all the hours playing games, ,,general-chat,spend hour play game
622,2022-07-30 05:04:01,2022-07-30,05:04:01,Gregg2G,Not for an old school EverQuest player 😂, ,,general-chat,school everquest player
623,2022-07-30 05:03:31,2022-07-30,05:03:31,dededeth,4 hours? That's a lot dude, ,,general-chat,hour lot dude
624,2022-07-30 05:03:10,2022-07-30,05:03:10,Gregg2G,Hopefully in 5 or so years once these kids get in school I can get back to gaming more than 4 hours a day on average., ,,general-chat,kid school game hour day averag
625,2022-07-30 05:03:03,2022-07-30,05:03:03,battlebot579,😂, ,,general-chat,
626,2022-07-30 05:02:58,2022-07-30,05:02:58,battlebot579,you could, ,,general-chat,
627,2022-07-30 05:02:53,2022-07-30,05:02:53,battlebot579,well, ,,general-chat,
628,2022-07-30 05:02:45,2022-07-30,05:02:45,D3LT4_Moody,"Plus, I guess you could continue playing while pooping", ,battlebot579,general-chat,guess continu play poop
629,2022-07-30 05:02:14,2022-07-30,05:02:14,battlebot579,"I sleep for about 7h a day, all the rest of the stuff is so insignificant that I dont bother counting it", ,D3LT4_Moody,general-chat,sleep day rest stuff insignific bother count
630,2022-07-30 05:01:32,2022-07-30,05:01:32,D3LT4_Moody,"You'd need less then 8 hours a day for sleeping, eating and pooping?", ,battlebot579,general-chat,hour day sleep eat poop
631,2022-07-30 05:01:25,2022-07-30,05:01:25,Gregg2G,only one crash this entire time, ,,general-chat,crash entir time
632,2022-07-30 05:01:20,2022-07-30,05:01:20,battlebot579,Thankfully ps5 controllers semi work so I wouldve used that, ,,general-chat,thank ps control semi wouldv
633,2022-07-30 05:01:14,2022-07-30,05:01:14,Gregg2G,"Ah yea I'm running 46.6C right now, but I use a controller.", ,D3LT4_Moody,general-chat,yea run control
634,2022-07-30 05:00:56,2022-07-30,05:00:56,battlebot579,if I could play, ,,general-chat,play
635,2022-07-30 05:00:53,2022-07-30,05:00:53,D3LT4_Moody,"My phone could probably manage too, But I'd have 3rd degree burns on my hands if I tried 😆", ,,general-chat,phone manag degre burn hand
636,2022-07-30 05:00:46,2022-07-30,05:00:46,battlebot579,hours, ,,general-chat,hour
637,2022-07-30 05:00:42,2022-07-30,05:00:42,battlebot579,make that 16-17, ,Gregg2G,general-chat,
638,2022-07-30 04:59:48,2022-07-30,04:59:48,Gregg2G,lol my phone could go 24/7 tbh I think that's my main advantage as far as leveling goes in this alpha, ,,general-chat,lol phone tbh main advantag level alpha
639,2022-07-30 04:59:09,2022-07-30,04:59:09,D3LT4_Moody,They would probably have a melted phone by now xD, ,Gregg2G,general-chat,melt phone
640,2022-07-30 04:58:46,2022-07-30,04:58:46,Gregg2G,Assuming they have a device capable of that., ,,general-chat,assum devic capabl
641,2022-07-30 04:58:22,2022-07-30,04:58:22,Gregg2G,I've played only a total of 28 hours and I'm pushing 30. Someone playing 12 hours a day would definitely be nearing if not already 40 now., ,,general-chat,play total hour push play hour day near
642,2022-07-30 04:57:25,2022-07-30,04:57:25,Gregg2G,yea I could see some people being nearly level 40, ,,general-chat,yea peopl level
643,2022-07-30 04:56:17,2022-07-30,04:56:17,battlebot579,I have done nought all week, ,,general-chat,nought week
644,2022-07-30 04:56:07,2022-07-30,04:56:07,battlebot579,If I could play I would be a super high level lol, ,Gregg2G,general-chat,play super level lol
645,2022-07-30 04:55:29,2022-07-30,04:55:29,Gregg2G,prob would be level 30 now if that didn't happen ;D, ,,general-chat,prob level happen
646,2022-07-30 04:55:10,2022-07-30,04:55:10,Gregg2G,that was kinda me yesterday, ,,general-chat,kinda yesterday
647,2022-07-30 04:55:03,2022-07-30,04:55:03,Gregg2G,haha yea that's understandable, ,,general-chat,haha yea understand
648,2022-07-30 04:54:56,2022-07-30,04:54:56,battlebot579,I am doing nought lol, ,,general-chat,nought lol
649,2022-07-30 04:54:15,2022-07-30,04:54:15,D3LT4_Moody,That's why I'm not on right now ^^, ,Gregg2G,general-chat,^^
650,2022-07-30 04:53:51,2022-07-30,04:53:51,D3LT4_Moody,"Are any of you ever too tired to concentrate on anything, but just refuse to go to bed?", ,,general-chat,tire concentr refus bed
651,2022-07-30 04:53:27,2022-07-30,04:53:27,battlebot579,(lady death talent), ,,general-chat,ladi death talent
652,2022-07-30 04:53:19,2022-07-30,04:53:19,battlebot579,and at #7 breathe free shows up, ,,general-chat,breath free
653,2022-07-30 04:53:10,2022-07-30,04:53:10,xelA,Thanks, ,,general-chat,
654,2022-07-30 04:53:08,2022-07-30,04:53:08,xelA,Ok understood, ,,general-chat,understood
655,2022-07-30 04:53:04,2022-07-30,04:53:04,Dyno,, ,,general-chat,nan
656,2022-07-30 04:53:03,2022-07-30,04:53:03,battlebot579,?SHDbattlebotsgift, ,,general-chat,shdbattlebotsgift
657,2022-07-30 04:52:56,2022-07-30,04:52:56,battlebot579,presumably they are the same/similarWe have seen official gameplay of lady death, ,xelA,general-chat,similarw offici gameplay ladi death
