发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-07-30 04:56:17,2022-07-30,04:56:17,battlebot579,I have done nought all week, ,,general-chat
2022-07-30 04:56:07,2022-07-30,04:56:07,battlebot579,If I could play I would be a super high level lol, ,Gregg2G,general-chat
2022-07-30 04:55:29,2022-07-30,04:55:29,Gregg2G,prob would be level 30 now if that didn't happen ;D, ,,general-chat
2022-07-30 04:55:10,2022-07-30,04:55:10,Gregg2G,that was kinda me yesterday, ,,general-chat
2022-07-30 04:55:03,2022-07-30,04:55:03,Gregg2G,haha yea that's understandable, ,,general-chat
2022-07-30 04:54:56,2022-07-30,04:54:56,battlebot579,I am doing nought lol, ,,general-chat
2022-07-30 04:54:15,2022-07-30,04:54:15,D3LT4_Moody,That's why I'm not on right now ^^, ,Gregg2G,general-chat
2022-07-30 04:53:51,2022-07-30,04:53:51,D3LT4_Moody,"Are any of you ever too tired to concentrate on anything, but just refuse to go to bed?", ,,general-chat
2022-07-30 04:53:27,2022-07-30,04:53:27,battlebot579,(lady death talent), ,,general-chat
2022-07-30 04:53:19,2022-07-30,04:53:19,battlebot579,and at #7 breathe free shows up, ,,general-chat
2022-07-30 04:53:10,2022-07-30,04:53:10,xelA,Thanks, ,,general-chat
2022-07-30 04:53:08,2022-07-30,04:53:08,xelA,Ok understood, ,,general-chat
2022-07-30 04:52:56,2022-07-30,04:52:56,battlebot579,presumably they are the same/similarWe have seen official gameplay of lady death, ,xelA,general-chat
2022-07-30 04:52:24,2022-07-30,04:52:24,battlebot579,If I could actually play the game Id play with ya, ,Gregg2G,general-chat
2022-07-30 04:52:08,2022-07-30,04:52:08,xelA,"Anyway, i have a question, about the esotics in the division mobile, the exotic in the division mobile have the same perks of td1 and td2? Or they have been modified a little?", ,,general-chat
2022-07-30 04:51:29,2022-07-30,04:51:29,Ghoul,Agreed, ,D3LT4_Moody,general-chat
2022-07-30 04:50:28,2022-07-30,04:50:28,xelA,Or maybe because the work is sometimes is too much, ,D3LT4_Moody,general-chat
2022-07-30 04:49:50,2022-07-30,04:49:50,Frays,so I defo understand, ,,general-chat
2022-07-30 04:49:47,2022-07-30,04:49:47,Frays,I ordered mcdonalds for lunch today, ,,general-chat
2022-07-30 04:49:37,2022-07-30,04:49:37,Frays,I understand, ,,general-chat
2022-07-30 04:49:25,2022-07-30,04:49:25,D3LT4_Moody,"Some of us happen not to be able to do that, because of severe laziness", ,,general-chat
2022-07-30 04:49:20,2022-07-30,04:49:20,Frays,"It's not bragging, it's important to have some physical activity", ,,general-chat
2022-07-30 04:49:13,2022-07-30,04:49:13,xelA,https://tenor.com/view/sunlight-blind-gif-9818319, ,dededeth,general-chat
2022-07-30 04:48:57,2022-07-30,04:48:57,D3LT4_Moody,No need to brag 😶, ,Frays,general-chat
2022-07-30 04:47:38,2022-07-30,04:47:38,Frays,I walk at least 1h every day 😄, ,,general-chat
2022-07-30 04:46:27,2022-07-30,04:46:27,dededeth,To see the sun rising, ,,general-chat
2022-07-30 04:42:00,2022-07-30,04:42:00,Frays,sometime agents need to touch grass too 🙂, ,,general-chat
2022-07-30 03:17:09,2022-07-30,03:17:09,Gregg2G,Anyone hit 100% yet? I basically gave up btw didn't even play yesterday 😬, ,,general-chat
2022-07-30 03:09:15,2022-07-30,03:09:15,Sternitzky,"During alphas games aren't as much optimized as after full launch. Whether it be FPS drops or high device temperatures.Never had an overheating phone before, but apart from that and random CTDs Resurgence ran even on Ultra graphics preset very smoothly. I rather had other games before that were lagging but didn't overheat. Simply put faith in it that newer versions will run better.", ,PorterEva,feedback-and-bugs
2022-07-30 03:02:08,2022-07-30,03:02:08,Riggy Gaming,👍 glad to hear he is alright, ,,general-chat
2022-07-30 02:57:59,2022-07-30,02:57:59,Gab,I took it as a suggestion., ,,feedback-and-bugs
2022-07-30 02:57:47,2022-07-30,02:57:47,PorterEva,but for that we have to wait for a new test and patch, ,,feedback-and-bugs
2022-07-30 02:57:14,2022-07-30,02:57:14,PorterEva,also sorry if it sounded like if it was a bug. I just see potential to save more performance if the devs can lower the graphics more., ,,feedback-and-bugs
2022-07-30 02:54:56,2022-07-30,02:54:56,PorterEva,does a unsupported device count...?, ,Gab,feedback-and-bugs
2022-07-30 02:54:49,2022-07-30,02:54:49,flashyboy82,"What a bloody day, little Flashy fell and hit his head hard, spent half the day in a&e waiting for him to be seen missed my feedback call and everything. On a plus note wee fellahs alright though", ,,general-chat
2022-07-30 02:54:41,2022-07-30,02:54:41,Gab,?SHDBUG, ,,feedback-and-bugs
2022-07-30 02:54:37,2022-07-30,02:54:37,Gab,Please add your device information in the bug report. Thank you., ,PorterEva,feedback-and-bugs
2022-07-30 02:53:21,2022-07-30,02:53:21,Sternitzky,"This is straight-up upsetting, Sir. You have my sympathy.", ,Kaleb26,feedback-and-bugs
2022-07-30 02:53:12,2022-07-30,02:53:12,PorterEva,as a form of potato preset, ,,feedback-and-bugs
2022-07-30 02:52:54,2022-07-30,02:52:54,PorterEva,"My last feedback for this game: I see some effects and Graphical fidelity that can be disabled or at the very least reduced for launch. if that's possible, that would be really great", ,,feedback-and-bugs
2022-07-30 02:50:53,2022-07-30,02:50:53,PorterEva,you haunt him and one day he'll throw a chrismas tree at you 😆, ,,feedback-and-bugs
2022-07-30 02:49:56,2022-07-30,02:49:56,Ghoul,But I will always make time to haunt battlebot 👿, ,,feedback-and-bugs
2022-07-30 02:49:27,2022-07-30,02:49:27,Ghoul,But I had a busy day at work unfortunatly so little less time to chat., ,,feedback-and-bugs
2022-07-30 02:48:53,2022-07-30,02:48:53,Ghoul,Well you havent been the most talkative as well Gab 😂, ,,feedback-and-bugs
2022-07-30 02:47:21,2022-07-30,02:47:21,Ghoul,Ola, ,,general-chat
2022-07-30 02:44:03,2022-07-30,02:44:03,Sternitzky,Competition is high and normal nowadays. Times where people had only pubs are long gone. But people had the choice to choose from plentiful of them., ,,feedback-and-bugs
2022-07-30 02:39:23,2022-07-30,02:39:23,Riggy Gaming,Also the servers are closing soon 😅, ,,feedback-and-bugs
2022-07-30 02:36:49,2022-07-30,02:36:49,PorterEva,it's been an entire week since the servers opened. at this point it's normal that things get more quiet than usual, ,,feedback-and-bugs
2022-07-30 02:35:51,2022-07-30,02:35:51,PorterEva,they all probably busy grinding in Resurgence, ,,feedback-and-bugs
2022-07-30 02:35:06,2022-07-30,02:35:06,Gab,What a quiet day, ,,feedback-and-bugs
2022-07-30 02:34:26,2022-07-30,02:34:26,Gab, , ,,feedback-and-bugs
2022-07-30 02:15:30,2022-07-30,02:15:30,Novacaine,https://tenor.com/view/nervous-smile-heh-gif-24170482, ,,ask-the-team
2022-07-30 02:14:14,2022-07-30,02:14:14,battlebot579,"Also, the game lets you see other players, so maybe the bags are struggling because of the amount of people using said server", ,Sternitzky,feedback-and-bugs
2022-07-30 02:13:03,2022-07-30,02:13:03,Kaleb26,With a towel in between the two of course, ,,feedback-and-bugs
2022-07-30 02:12:51,2022-07-30,02:12:51,battlebot579,"Next alpha, I speculate will be (around) this time next month if I was to guessAs for the compatibility, they will get to what they get to, so just hold out hope :))", ,Novacaine,ask-the-team
2022-07-30 02:11:59,2022-07-30,02:11:59,Kaleb26,I put an ice pack in the back of my phone and it works for like 15-20 lol, ,dangerous614,feedback-and-bugs
2022-07-30 02:11:52,2022-07-30,02:11:52,Klancy,"We don't have any info on that, but we will let you all know through our social media any news, so be sure to follow us 😉", ,Novacaine,ask-the-team
2022-07-30 01:58:04,2022-07-30,01:58:04,Novacaine,"Any news on when the next alpha will be, or if they've fixed the issues with exynos processors?", ,,ask-the-team
2022-07-30 01:48:24,2022-07-30,01:48:24,PorterEva,hello, ,,general-chat
2022-07-30 01:42:10,2022-07-30,01:42:10,Robgee,Good evening all, ,,general-chat
2022-07-29 23:00:21,2022-07-29,23:00:21,Sternitzky,"Interesting. I have the same smartphone model. And I had overheating only with Ultra preset graphics. Even then I was still able to play for about two hours after it crashed. With High settings it even stopped overheating, though on a hot level.", ,dangerous614,feedback-and-bugs
2022-07-29 22:54:33,2022-07-29,22:54:33,Sternitzky,"I stumbled across these prompts sometimes too. But had mostly no problems looting, probably because I played deep at night, when less gamers were playing. I guess it's some sort of cooldown, badgering gamers during peak times on servers like it is the case in MMOs.", ,D3LT4_Moody,feedback-and-bugs
2022-07-29 22:10:58,2022-07-29,22:10:58,TheNakedRaider,Thank you, ,flashyboy82,other-division-games
2022-07-29 22:10:46,2022-07-29,22:10:46,flashyboy82,I've dmed you the YouTube vid I used m8, ,,other-division-games
2022-07-29 22:10:03,2022-07-29,22:10:03,TheNakedRaider,"Apparently you can one shot the ""fakes"" if you're fast enough", ,,other-division-games
2022-07-29 22:09:34,2022-07-29,22:09:34,TheNakedRaider,That's the one, ,,other-division-games
2022-07-29 22:09:19,2022-07-29,22:09:19,flashyboy82,Ah it's the one you need to go the graves and do the statue emote to activate I googled it lol, ,,other-division-games
2022-07-29 22:08:25,2022-07-29,22:08:25,flashyboy82,Yeah if I remember correctly there's 3 locations close to the monument you need to be real quick getting to them you take 1 shot at each 3 locations hunter ( they literally appear and disappear instantly) then go back to the basement flip the switch go back up and then the real hunter appears. I actually had a mate do them with me so we could be at more than 1 location at the same time while the other ran back to the monument to start the real fight, ,,other-division-games
2022-07-29 22:05:07,2022-07-29,22:05:07,TheNakedRaider,It activates 2 hunters. I've already got the Specter mask. Now I need the Ghost mask., ,,other-division-games
2022-07-29 22:04:40,2022-07-29,22:04:40,TheNakedRaider,Yes, ,flashyboy82,other-division-games
2022-07-29 22:01:30,2022-07-29,22:01:30,flashyboy82,Is that the one you've got to go round 3 spots where they appear for a second then vanish then go back to the monument and flip the switch below for the real hunter to appear, ,TheNakedRaider,other-division-games
2022-07-29 22:00:30,2022-07-29,22:00:30,flashyboy82,Could have been a bit more helpful than that, ,,other-division-games
2022-07-29 21:43:23,2022-07-29,21:43:23,Blexdark,exactly!, ,PorterEva,other-division-games
2022-07-29 21:43:09,2022-07-29,21:43:09,Blexdark,💀, ,,other-division-games
2022-07-29 21:42:10,2022-07-29,21:42:10,TheNakedRaider,If you're not going to be helpful don't bother, ,Blexdark,other-division-games
2022-07-29 21:41:55,2022-07-29,21:41:55,PorterEva,can't mess up if you're not even attempting. good thinking!, ,,other-division-games
2022-07-29 21:41:20,2022-07-29,21:41:20,Blexdark,"you still play the game, thats what", ,TheNakedRaider,other-division-games
2022-07-29 21:34:24,2022-07-29,21:34:24,Henrad,"You're right we can't use sniper with a shield on div 2 but I was talking when you put a sniper scope on a AR or a rifle, we could used the shield and the AR without having the view of the sniper scope. And in this game there is the same problem when using a sniper with a shield", ,,feedback-and-bugs
2022-07-29 21:33:53,2022-07-29,21:33:53,TheNakedRaider,"So i'm trying to clear all the hunters in Div 2 but i'm stuck on one. Ghost. Appears near the washington monument after 9pm, *but* literally the second I pull up my gun it disappears. Don't even have time to get the crosshairs on it and he's gone. I've tried sneaking up from behind and everything. Nothing seems to work. What am I doing wrong?", ,,other-division-games
2022-07-29 21:15:19,2022-07-29,21:15:19,battlebot579,"You cant use a shield with a sniper in div 2, so hopefully the devs stop shields from being used with snipers", ,Henrad,feedback-and-bugs
2022-07-29 20:40:21,2022-07-29,20:40:21,Henrad,I was wondering. Is it normal that we are not scoping with a sniper when we are using the shield ? Because I remembered that on div 2 they had the exact same problem and they fixed it, ,,feedback-and-bugs
2022-07-29 19:05:42,2022-07-29,19:05:42,D3LT4_Moody,lol XD, ,Ghoul,general-chat
2022-07-29 18:55:55,2022-07-29,18:55:55,battlebot579,😂, ,D3LT4_Moody,general-chat
2022-07-29 18:50:16,2022-07-29,18:50:16,Ghoul,Everyone else in here is comfortable though 😛, ,D3LT4_Moody,general-chat
2022-07-29 18:39:33,2022-07-29,18:39:33,D3LT4_Moody,and their second name shall be Community-Volunteer, ,,general-chat
2022-07-29 18:39:07,2022-07-29,18:39:07,D3LT4_Moody,i will name my first child Battlebot in your honor, ,,general-chat
2022-07-29 18:38:51,2022-07-29,18:38:51,D3LT4_Moody,i dont feel comfortable just letting you be forgoten., ,,general-chat
2022-07-29 18:35:46,2022-07-29,18:35:46,LukeD,rest in pepperoni, ,,general-chat
2022-07-29 18:35:34,2022-07-29,18:35:34,D3LT4_Moody,rip in peace #alwaysforget, ,,general-chat
2022-07-29 18:34:10,2022-07-29,18:34:10,Ghoul,Yes 😄, ,,general-chat
2022-07-29 18:33:47,2022-07-29,18:33:47,Ghoul,https://tenor.com/view/fingers-crossed-hoping-i-wish-gif-15067156, ,,general-chat
2022-07-29 18:33:31,2022-07-29,18:33:31,battlebot579,You hope, ,Ghoul,general-chat
2022-07-29 18:33:19,2022-07-29,18:33:19,Ghoul,They will forget 😄, ,battlebot579,general-chat
2022-07-29 18:33:00,2022-07-29,18:33:00,Riggy Gaming,Lol, ,,general-chat
2022-07-29 18:32:56,2022-07-29,18:32:56,Ghoul,I surely hope not!, ,Riggy Gaming,general-chat
2022-07-29 18:32:43,2022-07-29,18:32:43,Riggy Gaming,He shall be forever embedded into the history of this game, ,,general-chat
2022-07-29 18:32:30,2022-07-29,18:32:30,battlebot579,dun dun dun, ,,general-chat
2022-07-29 18:32:16,2022-07-29,18:32:16,battlebot579,"But thats the thing, what if it doesn't 😂", ,Ghoul,general-chat
2022-07-29 18:31:56,2022-07-29,18:31:56,Ghoul,"He isnt that memorable, i think when this discord closes he will instantly be forgotten by the devs", ,,general-chat
2022-07-29 18:30:08,2022-07-29,18:30:08,D3LT4_Moody,"nah sorry,no mention of any specific people...but im sure you are forever in their hearts ❤️ 😉 🙃", ,,general-chat
2022-07-29 18:25:24,2022-07-29,18:25:24,battlebot579,"I was just wondering, since the devs who joined here immediately recognised me (presumably due to the fact that the games official twitter retweeted me 😂)", ,D3LT4_Moody,general-chat
2022-07-29 18:22:13,2022-07-29,18:22:13,D3LT4_Moody,#petthecat, ,,general-chat
2022-07-29 18:22:02,2022-07-29,18:22:02,D3LT4_Moody,"i did mention the dog and that we all love petting the doggos, but i talked more about the cat ^^", ,LukeD,general-chat
2022-07-29 18:21:22,2022-07-29,18:21:22,D3LT4_Moody,"and sorry   , no mention of you 😦", ,battlebot579,general-chat
2022-07-29 18:20:59,2022-07-29,18:20:59,D3LT4_Moody,"i didnt mention the beard, since it would have been too overpowering", ,,general-chat
2022-07-29 18:20:51,2022-07-29,18:20:51,LukeD,We need to #PetTheDog, ,,general-chat
2022-07-29 18:20:41,2022-07-29,18:20:41,LukeD,Did you ask about the dog?, ,,general-chat
2022-07-29 18:19:56,2022-07-29,18:19:56,D3LT4_Moody,"nah,", ,,general-chat
2022-07-29 18:16:41,2022-07-29,18:16:41,battlebot579,James hunter give beardbattle hunter give axe, ,,general-chat
2022-07-29 18:14:52,2022-07-29,18:14:52,battlebot579,and any mentions of me by them? At least one of the team members that joined here recognised me immidiately, ,,general-chat
2022-07-29 18:10:30,2022-07-29,18:10:30,battlebot579,what about James' beard tho?, ,,general-chat
2022-07-29 18:03:47,2022-07-29,18:03:47,Frays,deal, ,xelA,general-chat
